seqnames,start,end
chr11,114082799,114083200
chr11,114106099,114106200
chr11,114139599,114140000
chr11,114258699,114258800
chr11,115083799,115083900
chr11,115500799,115500900
chr11,115645999,115646100
chr11,115652499,115652600
chr11,115653999,115654100
chr11,115659099,115660600
chr11,115759699,115759800
chr11,115922999,115923100
chr11,115975299,115975900
chr11,116500599,116501200
chr11,116579999,116581500
chr11,116835099,116835800
chr11,116895099,116895300
chr11,116906499,116906600
chr11,116927199,116927300
chr11,116932299,116932400
chr11,117139499,117139600
chr11,117314899,117315100
chr11,117489799,117489900
chr11,117492599,117492900
chr11,117512999,117513100
chr11,117536199,117536300
chr11,117558599,117558700
chr11,117665299,117665400
chr11,117718099,117718200
chr11,117782199,117782300
chr11,117823499,117824500
chr11,117862099,117862200
chr11,117971199,117971300
chr11,117987299,117987400
chr11,118010999,118011200
chr11,118180399,118180700
chr11,118226199,118226500
chr11,118228899,118229000
chr11,118237999,118238200
chr11,118316799,118316900
chr11,118331399,118331600
chr11,118415099,118415200
chr11,118566899,118567000
chr11,118609499,118611200
chr11,118688299,118688400
chr11,118705099,118705400
chr11,118706299,118706400
chr11,118718899,118719300
chr11,118820599,118820700
chr11,118912899,118913000
chr11,118922699,118922800
chr11,118942699,118942800
chr11,118979499,118979800
chr11,118980499,118980600
chr11,118997099,118997200
chr11,119039699,119039900
chr11,119115699,119116200
chr11,119149699,119149900
chr11,119309599,119309800
chr11,119315199,119315400
chr11,119317299,119317600
chr11,119318899,119319000
chr11,119320799,119320900
chr11,119340899,119341000
chr11,119356399,119357000
chr11,119363599,119364200
chr11,119422899,119423600
chr11,119447599,119447700
chr11,119481999,119482100
chr11,119673899,119674200
chr11,119687199,119687300
chr11,119709399,119710000
chr11,119710799,119710900
chr11,119741399,119741500
chr11,119742299,119742900
chr11,119777999,119778100
chr11,120079799,120080000
chr11,120172699,120173000
chr11,120193299,120193400
chr11,120208099,120208200
chr11,120210199,120210400
chr11,120218299,120218400
chr11,120224499,120225200
chr11,120255299,120255400
chr11,120564399,120565200
chr11,120633999,120634100
chr11,120645699,120645900
chr11,120815699,120815800
chr11,121328399,121328500
chr11,121358199,121358400
chr11,121464599,121464800
chr11,121557399,121557500
chr11,121588799,121588900
chr11,121794799,121794900
chr11,121828699,121828800
chr11,121858299,121858400
chr11,121906799,121906900
chr11,121967299,121967400
chr11,122071799,122071900
chr11,122096499,122096600
chr11,122213299,122213400
chr11,122228499,122228600
chr11,122248999,122249100
chr11,122309299,122309400
chr11,122370099,122370200
chr11,122406699,122406800
chr11,122495299,122495400
chr11,122559099,122559200
chr11,122617799,122617900
chr11,122690899,122691000
chr11,122976499,122978000
chr11,122979299,122979500
chr11,122981599,122981700
chr11,122983599,122984000
chr11,123195599,123196600
chr11,123256399,123256500
chr11,123314999,123315200
chr11,123430499,123430600
chr11,123431099,123431400
chr11,123525799,123525900
chr11,123531199,123531300
chr11,123581899,123582000
chr11,123588599,123588800
chr11,123613599,123613700
chr11,123645599,123645800
chr11,123709999,123710100
chr11,123830099,123830200
chr11,123842499,123842600
chr11,123940299,123940400
chr11,124039699,124039800
chr11,124076499,124076600
chr11,124160699,124160800
chr11,124523299,124523400
chr11,124670699,124670800
chr11,124758499,124758600
chr11,124759099,124760700
chr11,124761499,124762100
chr11,124839799,124840400
chr11,124844599,124844800
chr11,124877299,124877700
chr11,124880199,124880300
chr11,124897899,124898100
chr11,124920899,124921200
chr11,125069799,125069900
chr11,125165599,125167000
chr11,125176299,125176500
chr11,125253499,125253600
chr11,125262799,125263800
chr11,125371599,125371700
chr11,125494699,125495100
chr11,125514799,125514900
chr11,125941699,125941800
chr11,125950999,125951100
chr11,126034199,126034300
chr11,126059599,126059700
chr11,126091999,126092100
chr11,126181899,126182100
chr11,126318399,126318700
chr11,126336599,126337100
chr11,126346199,126346500
chr11,126358099,126358300
chr11,126392999,126393100
chr11,126416499,126416800
chr11,126420199,126420300
chr11,126456899,126457200
chr11,126475299,126475600
chr11,126477999,126478300
chr11,126499199,126499300
chr11,126585599,126585700
chr11,126693899,126694000
chr11,126711999,126712100
chr11,127000399,127000600
chr11,127108599,127108800
chr11,127127799,127127900
chr11,127143599,127143700
chr11,127212699,127212800
chr11,127227999,127228100
chr11,127246899,127247000
chr11,127363499,127363600
chr11,127413099,127413200
chr11,127460499,127460600
chr11,127498399,127498500
chr11,127616299,127616400
chr11,127941199,127941300
chr11,128291999,128292200
chr11,128499799,128499900
chr11,128521299,128521700
chr11,128549199,128549700
chr11,128563999,128564100
chr11,128610899,128611300
chr11,128624499,128624600
chr11,128685299,128685500
chr11,128686499,128686600
chr11,128692899,128693300
chr11,128694099,128695500
chr11,128720799,128720900
chr11,128764999,128765200
chr11,128848899,128849100
chr11,128903799,128904000
chr11,128908399,128908600
chr11,129267899,129268000
chr11,129372399,129374900
chr11,129443399,129443600
chr11,129695699,129696100
chr11,129930399,129930500
chr11,129930999,129931100
chr11,129964099,129964200
chr11,130159299,130159400
chr11,130203499,130203600
chr11,130209599,130209700
chr11,130315699,130316000
chr11,130401899,130402000
chr11,130428899,130429100
chr11,130449899,130450400
chr11,130762799,130762900
chr11,131430899,131431000
chr11,131570699,131570800
chr11,131687499,131687600
chr11,131896799,131897100
chr11,132336899,132337000
chr11,132353499,132353600
chr11,132383699,132383800
chr11,132427499,132427600
chr11,132908999,132909100
chr11,132943599,132944500
chr11,133003899,133004000
chr11,133018599,133018900
chr11,133042099,133042500
chr11,133065399,133065500
chr11,133078199,133078300
chr11,133083399,133083500
chr11,133274599,133274700
chr11,133314699,133314800
chr11,133360399,133360500
chr11,133502399,133502500
chr11,133579599,133579700
chr11,133627899,133628000
chr11,133719599,133719700
chr11,133753199,133753300
chr11,133777499,133777600
chr11,133782199,133782300
chr11,133787899,133788000
chr11,133809799,133809900
chr11,133817699,133818100
chr11,133832699,133832800
chr11,133843699,133843900
chr11,133864799,133864900
chr11,133918399,133918800
chr11,133954999,133955500
chr11,133974299,133974400
chr11,133975299,133975400
chr11,134036599,134037100
chr11,134047799,134047900
chr11,134142199,134142300
chr11,134273099,134273200
chr11,134275599,134275800
chr11,134277099,134277700
chr11,134517599,134517700
chr11,134519999,134520100
chr11,134527499,134527600
chr11,134536299,134536800
chr11,134561499,134561600
chr11,134906699,134906800
chr11,134958399,134958500
chr11,134985399,134985500
chr11,135042399,135042500
chr11,135075699,135075800
chr12,22699,22800
chr12,23199,23300
chr12,50699,50800
chr12,77899,78400
chr12,104899,105000
chr12,139099,139400
chr12,141199,141300
chr12,168799,169200
chr12,172799,172900
chr12,180599,180700
chr12,185199,185300
chr12,212399,212500
chr12,272999,273100
chr12,406899,407000
chr12,444399,444500
chr12,460599,461200
chr12,544799,544900
chr12,553499,553800
chr12,561899,562200
chr12,562899,563000
chr12,576499,576800
chr12,598199,598300
chr12,605499,605600
chr12,609499,609600
chr12,614899,615000
chr12,617299,617800
chr12,622099,622200
chr12,630499,630800
chr12,642199,644300
chr12,675499,675600
chr12,719099,719300
chr12,719799,720100
chr12,907799,908200
chr12,911799,912300
chr12,914399,914600
chr12,916299,916400
chr12,944299,944400
chr12,950099,950200
chr12,1161299,1161400
chr12,1277899,1278000
chr12,1328499,1328700
chr12,1488999,1489100
chr12,1496299,1496400
chr12,1504499,1505000
chr12,1523699,1523800
chr12,1529899,1530100
chr12,1533399,1534300
chr12,1575499,1575600
chr12,1592899,1593300
chr12,1601599,1602200
chr12,1607599,1607700
chr12,1616699,1616800
chr12,1619699,1619800
chr12,1630799,1631300
chr12,1635699,1635800
chr12,1646999,1647200
chr12,1661599,1661700
chr12,1667899,1668000
chr12,1668799,1669300
chr12,1692999,1693100
chr12,1715499,1715600
chr12,1796599,1797800
chr12,1812799,1812900
chr12,1842399,1842600
chr12,1917699,1918600
chr12,1920899,1921400
chr12,1936099,1936200
chr12,2053899,2054500
chr12,2161499,2161600
chr12,2213499,2213900
chr12,2284299,2284400
chr12,2294899,2295000
chr12,2322899,2323000
chr12,2345299,2345400
chr12,2354199,2354300
chr12,2358599,2358800
chr12,2360299,2360400
chr12,2364699,2364900
chr12,2403299,2403400
chr12,2500099,2500500
chr12,2501499,2501700
chr12,2503899,2504000
chr12,2541899,2542000
chr12,2551399,2551900
chr12,2561199,2561300
chr12,2609199,2609400
chr12,2616499,2617500
chr12,2618699,2618900
chr12,2624799,2625600
chr12,2640899,2641000
chr12,2650399,2650500
chr12,2683799,2683900
chr12,2690699,2691900
chr12,2692299,2692500
chr12,2801199,2801300
chr12,2960399,2960700
chr12,3011399,3011500
chr12,3097199,3097300
chr12,3116499,3116700
chr12,3117299,3117600
chr12,3119599,3119700
chr12,3123099,3123300
chr12,3129199,3129400
chr12,3129799,3130400
chr12,3152899,3153100
chr12,3155799,3155900
chr12,3190099,3190400
chr12,3214399,3214500
chr12,3220699,3220800
chr12,3225399,3225800
chr12,3243599,3243700
chr12,3249199,3249300
chr12,3251199,3251300
chr12,3261599,3261700
chr12,3287099,3287300
chr12,3363599,3363900
chr12,3454499,3454800
chr12,3490899,3491000
chr12,3557299,3557400
chr12,3623199,3623400
chr12,3728399,3728500
chr12,3729099,3729200
chr12,3752399,3753700
chr12,3838699,3838900
chr12,3851799,3851900
chr12,3993399,3993500
chr12,4164699,4165400
chr12,4248099,4248200
chr12,4268599,4270400
chr12,4271299,4271800
chr12,4272299,4273100
chr12,4274499,4274900
chr12,4275599,4275700
chr12,4307699,4308200
chr12,4419899,4420000
chr12,4430299,4430400
chr12,4562299,4562600
chr12,4802599,4802700
chr12,4806699,4806800
chr12,4809299,4810400
chr12,4814399,4814600
chr12,4908899,4909000
chr12,4909799,4910600
chr12,4910999,4911500
chr12,4977099,4977200
chr12,4987899,4988000
chr12,4998199,4998300
chr12,5043999,5044500
chr12,5309799,5309900
chr12,5430299,5431300
chr12,5432899,5434100
chr12,5437599,5437900
chr12,5493899,5494000
chr12,5556199,5556300
chr12,5722299,5722400
chr12,5887999,5888300
chr12,6056399,6056800
chr12,6074799,6075600
chr12,6101499,6101600
chr12,6116299,6116900
chr12,6143099,6143200
chr12,6145399,6145600
chr12,6160299,6160500
chr12,6161799,6161900
chr12,6163299,6163400
chr12,6166799,6166900
chr12,6167799,6168400
chr12,6182699,6183100
chr12,6189999,6190500
chr12,6199599,6199700
chr12,6235299,6235400
chr12,6318299,6318700
chr12,6323799,6324400
chr12,6337399,6337500
chr12,6338199,6338900
chr12,6347399,6347600
chr12,6368199,6368300
chr12,6426199,6426300
chr12,6440899,6441100
chr12,6452999,6453200
chr12,6459999,6460100
chr12,6462099,6462200
chr12,6507399,6507500
chr12,6540399,6540600
chr12,6542399,6542500
chr12,6550399,6550500
chr12,6551099,6551300
chr12,6554899,6556500
chr12,6620499,6620700
chr12,6636299,6636500
chr12,6647199,6647500
chr12,6772399,6772600
chr12,6773699,6774800
chr12,6775999,6776100
chr12,6778199,6778300
chr12,6789499,6789700
chr12,6792099,6792200
chr12,6792999,6793100
chr12,6829199,6829600
chr12,6850799,6850900
chr12,6914999,6915300
chr12,6950899,6954900
chr12,6955699,6955800
chr12,6956399,6956700
chr12,6957299,6957400
chr12,6958399,6959700
chr12,6962799,6964100
chr12,6988199,6988300
chr12,7409599,7409700
chr12,7695399,7695600
chr12,7863299,7863400
chr12,7872699,7873300
chr12,7916099,7916200
chr12,7935199,7935500
chr12,7936099,7936300
chr12,7960299,7961000
chr12,7962699,7963100
chr12,7964199,7964300
chr12,7977399,7977500
chr12,8018699,8019300
chr12,8052899,8053000
chr12,8285599,8285700
chr12,8290399,8290500
chr12,8404199,8404300
chr12,8444899,8445000
chr12,8649499,8649600
chr12,8844799,8844900
chr12,9050699,9050800
chr12,9240399,9240500
chr12,9333199,9333300
chr12,9414099,9414200
chr12,9650599,9650800
chr12,9651599,9651700
chr12,9758899,9759200
chr12,9920499,9920600
chr12,9933299,9933400
chr12,10153699,10154100
chr12,10196499,10196600
chr12,11547199,11547400
chr12,11653999,11654100
chr12,11655799,11656000
chr12,11657699,11657800
chr12,11659599,11659700
chr12,11666699,11667200
chr12,11672399,11672800
chr12,11673999,11674300
chr12,11705099,11705200
chr12,11719799,11720100
chr12,11725699,11725900
chr12,11743699,11743900
chr12,11746299,11746400
chr12,11749999,11750500
chr12,11759599,11759700
chr12,11765799,11766100
chr12,11766499,11766900
chr12,11773899,11774000
chr12,11778099,11778400
chr12,11784599,11784800
chr12,11799699,11799800
chr12,11809999,11810100
chr12,11812899,11813000
chr12,11822499,11822600
chr12,11825399,11825500
chr12,11836299,11836500
chr12,11855299,11855800
chr12,11863699,11863800
chr12,11909899,11910000
chr12,11947399,11947500
chr12,12010299,12010600
chr12,12032599,12032700
chr12,12335299,12335400
chr12,12439799,12439900
chr12,12912399,12912600
chr12,13001599,13001700
chr12,13100799,13100900
chr12,13135999,13136100
chr12,13166399,13166500
chr12,13173699,13173800
chr12,13812999,13813100
chr12,13912499,13912600
chr12,13980299,13981800
chr12,14567499,14568000
chr12,14644199,14644400
chr12,14914499,14914600
chr12,14952699,14952800
chr12,14956199,14956300
chr12,14958999,14959400
chr12,14960699,14960800
chr12,15322599,15323000
chr12,15688899,15689000
chr12,15875499,15875600
chr12,16573699,16573900
chr12,16604699,16605200
chr12,16606999,16607200
chr12,16609799,16610000
chr12,17300399,17300500
chr12,17302199,17302300
chr12,17666799,17666900
chr12,17760199,17760300
chr12,17974599,17974700
chr12,18040299,18040400
chr12,18178199,18178300
chr12,18753799,18753900
chr12,19862499,19862600
chr12,19984399,19984500
chr12,20054699,20054800
chr12,20415399,20415500
chr12,21657199,21657700
chr12,21773399,21774100
chr12,21774499,21774600
chr12,21774999,21775100
chr12,21940899,21942400
chr12,22268399,22268700
chr12,22288499,22288600
chr12,22333399,22334700
chr12,24257899,24258000
chr12,24551499,24551600
chr12,24561799,24562000
chr12,24902099,24903800
chr12,24904199,24904300
chr12,24948699,24949300
chr12,24980699,24980800
chr12,25039399,25039500
chr12,25052799,25052900
chr12,25342399,25342500
chr12,25385099,25385500
chr12,25459599,25459700
chr12,25482799,25482900
chr12,25691199,25691300
chr12,26195299,26196200
chr12,26226599,26227100
chr12,26275299,26275400
chr12,26277899,26278200
chr12,26452699,26452800
chr12,26576499,26576600
chr12,26750899,26751000
chr12,26943699,26943800
chr12,26997599,26998100
chr12,27012899,27013000
chr12,27549799,27550000
chr12,27806899,27807000
chr12,27844399,27844500
chr12,27970699,27971400
chr12,27974299,27976200
chr12,29148999,29150800
chr12,29782499,29783400
chr12,30106399,30106500
chr12,30169799,30170700
chr12,30200899,30201700
chr12,30795399,30796500
chr12,30822599,30823500
chr12,30926199,30927000
chr12,30965899,30966000
chr12,31103699,31104000
chr12,31123799,31124200
chr12,31163399,31163500
chr12,31227599,31227700
chr12,31362399,31362500
chr12,31370099,31370200
chr12,31475999,31476100
chr12,31632099,31632200
chr12,31751799,31752000
chr12,31792299,31792400
chr12,31957199,31957300
chr12,32028099,32028200
chr12,32139399,32140100
chr12,32468999,32469100
chr12,32482799,32482900
chr12,32485799,32485900
chr12,32522299,32522400
chr12,32523699,32523800
chr12,32549299,32549400
chr12,32549899,32550000
chr12,32589999,32590100
chr12,32615599,32615700
chr12,33053099,33053200
chr12,33130299,33130400
chr12,33438399,33438500
chr12,33438899,33440200
chr12,33670699,33670800
chr12,33966899,33967000
chr12,34289899,34290100
chr12,34290799,34290900
chr12,34291999,34292900
chr12,34293999,34294100
chr12,34297199,34297300
chr12,34298199,34298700
chr12,34320599,34320700
chr12,34321299,34321400
chr12,34332199,34332300
chr12,34333199,34333300
chr12,34333699,34333800
chr12,34334599,34334700
chr12,34337399,34338300
chr12,34339899,34340000
chr12,34341799,34341900
chr12,34346999,34347100
chr12,34348399,34348800
chr12,34350899,34351000
chr12,34355799,34356100
chr12,34357199,34357300
chr12,34359999,34360100
chr12,34361099,34361200
chr12,34363699,34363800
chr12,34364299,34365000
chr12,34365999,34366100
chr12,34367799,34367900
chr12,34369299,34369500
chr12,34370799,34370900
chr12,34373099,34373200
chr12,34374799,34374900
chr12,34375399,34375500
chr12,34376099,34376200
chr12,34377399,34377500
chr12,34379299,34379400
chr12,34379999,34380200
chr12,34380899,34381000
chr12,34382899,34383000
chr12,34385299,34385600
chr12,34390399,34390500
chr12,34393299,34393600
chr12,34395099,34395700
chr12,34401299,34401400
chr12,34402599,34402700
chr12,34403099,34403600
chr12,34404099,34404200
chr12,34404999,34405100
chr12,34601199,34601300
chr12,34602399,34602500
chr12,34606299,34606400
chr12,37423299,37423700
chr12,38152999,38153500
chr12,38154399,38154500
chr12,38904499,38905700
chr12,39144799,39145700
chr12,40177399,40177500
chr12,40224499,40225200
chr12,40692499,40693400
chr12,41188099,41188600
chr12,41189399,41189600
chr12,41672799,41672900
chr12,41907199,41907300
chr12,42021799,42022000
chr12,42330199,42330400
chr12,42418099,42418200
chr12,43459199,43459300
chr12,43482299,43482400
chr12,43550899,43552500
chr12,44949199,44949300
chr12,45049899,45050700
chr12,45140299,45140400
chr12,45214899,45215000
chr12,45611299,45611400
chr12,46174199,46174500
chr12,46269699,46270100
chr12,46373399,46374300
chr12,46387799,46387900
chr12,46549799,46550000
chr12,46830799,46832000
chr12,47080799,47081100
chr12,47214899,47215000
chr12,47215399,47216000
chr12,47216399,47216500
chr12,47307099,47307500
chr12,47457599,47457700
chr12,47721499,47721600
chr12,47740599,47740900
chr12,47757899,47758000
chr12,47775299,47775400
chr12,47777999,47778100
chr12,47803299,47803500
chr12,47807999,47808700
chr12,47812799,47813800
chr12,47816799,47816900
chr12,47818699,47819000
chr12,47882599,47883100
chr12,47885399,47885500
chr12,47905399,47905500
chr12,47946799,47947100
chr12,48003199,48005300
chr12,48027299,48027400
chr12,48085099,48085200
chr12,48160099,48160200
chr12,48184099,48185000
chr12,48197799,48199000
chr12,48212999,48213200
chr12,48296699,48297200
chr12,48474599,48474700
chr12,48553899,48554000
chr12,48814099,48814200
chr12,48864199,48864400
chr12,48865599,48865900
chr12,48903399,48904700
chr12,48969899,48970700
chr12,48972199,48972800
chr12,48973599,48974300
chr12,48980399,48982100
chr12,48994599,48995000
chr12,48996799,48999600
chr12,49090999,49092100
chr12,49092499,49092600
chr12,49233099,49233200
chr12,49233599,49234100
chr12,49257599,49257700
chr12,49294999,49295800
chr12,49296299,49296500
chr12,49332999,49334700
chr12,49335699,49336400
chr12,49337899,49338000
chr12,49341699,49343100
chr12,49539499,49540200
chr12,49549199,49549500
chr12,49637599,49637700
chr12,49646499,49646600
chr12,49671999,49672100
chr12,49698999,49699100
chr12,49705699,49707000
chr12,49791199,49791300
chr12,49827499,49827900
chr12,49887599,49887700
chr12,49888999,49889100
chr12,49903499,49904300
chr12,49945399,49945900
chr12,49955399,49955800
chr12,49956399,49956600
chr12,49960999,49961700
chr12,49983999,49984100
chr12,50032699,50033700
chr12,50050399,50051600
chr12,50059799,50060000
chr12,50113099,50113400
chr12,50508699,50508800
chr12,50518199,50518400
chr12,50520099,50520400
chr12,50695899,50696000
chr12,50744599,50744700
chr12,50761099,50761300
chr12,50843099,50843200
chr12,51020999,51021100
chr12,51265899,51266000
chr12,51269699,51269900
chr12,51291899,51292000
chr12,51320199,51320300
chr12,51321399,51321600
chr12,51323699,51324900
chr12,51327599,51327700
chr12,51368599,51369200
chr12,51390999,51391300
chr12,51392199,51392600
chr12,51394199,51394300
chr12,51524199,51524300
chr12,51721399,51722000
chr12,51863399,51864600
chr12,51868899,51869800
chr12,51899199,51899300
chr12,51905699,51905800
chr12,51906999,51907600
chr12,51926199,51926300
chr12,51972799,51973100
chr12,51990899,51991000
chr12,52005899,52008100
chr12,52022999,52023100
chr12,52033599,52033700
chr12,52044299,52044400
chr12,52086499,52086600
chr12,52093499,52093600
chr12,52116099,52116500
chr12,52164699,52164800
chr12,52179999,52180100
chr12,52191899,52192000
chr12,52195299,52195400
chr12,52232699,52233900
chr12,52244399,52244500
chr12,52250199,52250700
chr12,52258199,52258800
chr12,52288299,52288400
chr12,52304899,52305100
chr12,52601199,52601500
chr12,52610599,52610700
chr12,52629399,52629800
chr12,52691199,52691500
chr12,52713999,52714700
chr12,52763299,52763400
chr12,52789999,52790400
chr12,52867699,52867800
chr12,52873899,52874700
chr12,52879399,52879500
chr12,52904499,52905200
chr12,52951599,52951700
chr12,52965299,52965800
chr12,53034599,53034700
chr12,53104299,53104400
chr12,53171899,53172000
chr12,53200699,53200800
chr12,53217299,53217900
chr12,53219299,53219700
chr12,53223399,53223600
chr12,53269699,53269800
chr12,53324099,53324400
chr12,53325599,53326300
chr12,53332899,53333000
chr12,53336499,53336700
chr12,53366299,53366600
chr12,53371799,53372000
chr12,53417499,53417600
chr12,53435499,53435600
chr12,53579499,53579600
chr12,53676699,53677500
chr12,53694699,53696000
chr12,53696699,53697600
chr12,53733899,53734000
chr12,53738199,53740100
chr12,53748099,53748400
chr12,53750799,53752300
chr12,53927099,53928500
chr12,53930499,53931200
chr12,53935399,53936700
chr12,53937199,53937400
chr12,53940599,53940700
chr12,53944899,53946000
chr12,53949799,53949900
chr12,53951199,53952600
chr12,53952999,53953100
chr12,53955299,53957700
chr12,53959899,53961800
chr12,53963099,53963300
chr12,53963999,53964100
chr12,53965799,53967000
chr12,53968299,53969100
chr12,53972899,53973800
chr12,53975799,53976800
chr12,53980699,53981100
chr12,53981999,53984600
chr12,53985199,53986700
chr12,53987099,53987200
chr12,53993699,53996300
chr12,53996699,53997900
chr12,54002499,54002600
chr12,54004199,54005200
chr12,54006299,54006900
chr12,54009799,54009900
chr12,54010599,54010700
chr12,54014199,54015000
chr12,54015399,54015500
chr12,54026699,54027300
chr12,54029599,54031800
chr12,54034199,54034800
chr12,54039799,54039900
chr12,54046099,54046400
chr12,54046799,54048200
chr12,54050099,54050400
chr12,54053099,54055000
chr12,54081199,54082800
chr12,54106199,54107600
chr12,54125699,54127300
chr12,54141199,54141600
chr12,54159199,54159400
chr12,54195899,54196400
chr12,54217599,54218000
chr12,54251199,54251300
chr12,54259499,54259600
chr12,54260199,54260500
chr12,54261299,54261400
chr12,54296199,54296400
chr12,54297199,54297800
chr12,54298299,54298400
chr12,54304599,54304700
chr12,54305699,54305800
chr12,54307799,54307900
chr12,54352099,54352400
chr12,54370299,54370700
chr12,54378799,54379100
chr12,54384499,54384600
chr12,54390699,54391000
chr12,54412099,54412200
chr12,54414499,54415000
chr12,54417899,54418900
chr12,54498899,54499000
chr12,54560499,54560600
chr12,54984699,54984900
chr12,55157499,55157600
chr12,55333899,55334000
chr12,55646199,55646300
chr12,55707399,55707700
chr12,55721299,55721500
chr12,55727199,55727300
chr12,55744399,55744500
chr12,55782799,55782900
chr12,55830799,55831100
chr12,55978399,55978500
chr12,56021299,56021800
chr12,56129999,56130100
chr12,56190299,56190400
chr12,56219199,56219300
chr12,56297499,56297700
chr12,56375899,56376000
chr12,56420599,56420700
chr12,56567299,56567400
chr12,56700499,56700800
chr12,56701199,56701300
chr12,56750699,56750800
chr12,56789099,56789200
chr12,56933399,56933500
chr12,57086099,57086300
chr12,57086699,57086800
chr12,57090199,57090300
chr12,57099299,57099400
chr12,57128999,57129300
chr12,57156799,57157100
chr12,57166999,57167100
chr12,57175399,57175700
chr12,57210299,57210400
chr12,57219699,57220600
chr12,57221399,57221800
chr12,57222799,57223000
chr12,57223599,57224000
chr12,57224699,57227300
chr12,57236199,57237100
chr12,57237999,57238900
chr12,57241199,57242100
chr12,57244499,57244600
chr12,57268399,57268500
chr12,57343299,57343400
chr12,57454599,57454700
chr12,57476299,57477600
chr12,57550199,57550700
chr12,57599099,57599200
chr12,57610299,57611200
chr12,57619399,57620200
chr12,57620699,57621300
chr12,57627399,57628400
chr12,57631799,57632300
chr12,57707599,57707800
chr12,57725899,57726600
chr12,57726999,57727100
chr12,57736099,57736700
chr12,57737199,57738200
chr12,57756899,57757000
chr12,57829399,57829500
chr12,57831299,57831400
chr12,57852499,57853100
chr12,57855199,57855300
chr12,57874299,57874400
chr12,57892399,57892500
chr12,58757399,58757500
chr12,58877399,58877500
chr12,59020299,59020400
chr12,59596599,59597200
chr12,59938699,59938800
chr12,62190099,62192200
chr12,62263999,62264100
chr12,62474399,62474500
chr12,62631499,62632800
chr12,62654499,62654700
chr12,62774799,62775000
chr12,62812899,62813500
chr12,62846399,62846500
chr12,62853499,62853600
chr12,63149899,63151200
chr12,63167899,63168000
chr12,63669299,63669400
chr12,63821599,63821800
chr12,64390099,64390700
chr12,64760499,64760600
chr12,64824199,64826000
chr12,64826399,64826700
chr12,65051399,65051500
chr12,65121499,65121800
chr12,65277999,65278500
chr12,65728999,65729700
chr12,65740899,65742300
chr12,65822999,65823100
chr12,65825999,65826400
chr12,65826899,65827000
chr12,65881699,65882500
chr12,65916799,65916900
chr12,65925699,65925800
chr12,65962199,65962300
chr12,66188699,66189800
chr12,66234199,66234300
chr12,66234999,66235700
chr12,66322499,66322600
chr12,66803999,66804100
chr12,68364999,68365400
chr12,68384099,68384300
chr12,68616699,68616800
chr12,68638799,68638900
chr12,68743099,68743200
chr12,68787799,68787900
chr12,68847699,68847800
chr12,68889699,68889800
chr12,68932999,68933100
chr12,68933599,68933700
chr12,69655699,69655800
chr12,70367399,70367500
chr12,70601199,70601300
chr12,70719099,70719300
chr12,70920599,70920700
chr12,71009499,71009600
chr12,71441199,71441300
chr12,71886199,71886300
chr12,71947799,71947900
chr12,72271599,72271700
chr12,72272799,72273600
chr12,74732899,74733000
chr12,75207499,75208200
chr12,75209199,75209600
chr12,75334299,75335000
chr12,76029899,76030700
chr12,76032599,76032900
chr12,76155699,76155800
chr12,76158699,76159000
chr12,76172699,76172900
chr12,77062999,77063100
chr12,77325399,77326000
chr12,77957599,77957700
chr12,78863499,78863600
chr12,78864899,78865100
chr12,79076599,79076700
chr12,79871899,79872000
chr12,80040599,80040700
chr12,80400599,80401000
chr12,80513299,80513500
chr12,80707799,80709300
chr12,80713999,80714800
chr12,80715799,80716000
chr12,80716699,80717100
chr12,81077599,81078500
chr12,82846099,82846200
chr12,84912799,84913100
chr12,85273399,85273900
chr12,85277899,85281000
chr12,86265199,86265300
chr12,88434099,88434200
chr12,88434899,88435000
chr12,89040199,89040500
chr12,89059799,89059900
chr12,89266599,89266900
chr12,89345799,89346000
chr12,89349399,89349500
chr12,89350599,89351200
chr12,89354899,89355300
chr12,89436099,89436300
chr12,89439999,89440100
chr12,89452099,89452300
chr12,89707699,89707800
chr12,92158899,92159000
chr12,92341499,92341700
chr12,92405799,92406000
chr12,92540699,92540800
chr12,92886699,92886800
chr12,93119599,93119700
chr12,93853799,93853900
chr12,93894599,93894900
chr12,93968699,93969200
chr12,94099699,94099900
chr12,94149699,94151100
chr12,94164799,94165000
chr12,94172199,94172300
chr12,94172999,94173200
chr12,94173799,94173900
chr12,94203999,94204100
chr12,94208499,94208600
chr12,94257999,94258100
chr12,94262999,94263100
chr12,94263999,94264100
chr12,94644499,94644700
chr12,94649299,94649400
chr12,94769099,94769400
chr12,94792799,94792900
chr12,95446499,95447200
chr12,95547999,95549400
chr12,95566999,95567100
chr12,95573999,95574200
chr12,95789299,95790000
chr12,95858399,95858500
chr12,95906999,95907100
chr12,95942399,95942700
chr12,96044699,96044900
chr12,96108099,96108500
chr12,96110099,96110300
chr12,96132099,96132200
chr12,96165999,96166100
chr12,96170499,96170700
chr12,96195999,96196300
chr12,96210499,96210700
chr12,96235399,96235500
chr12,96236399,96236500
chr12,96240699,96240800
chr12,96250999,96251100
chr12,96366999,96367100
chr12,96489899,96490000
chr12,96913399,96913500
chr12,97275299,97275400
chr12,97465199,97465400
chr12,97633099,97633200
chr12,98399599,98399800
chr12,98607299,98607800
chr12,98647199,98647300
chr12,98742199,98742300
chr12,98745499,98746400
chr12,98893699,98893800
chr12,100320199,100320300
chr12,100624599,100624700
chr12,100716299,100717900
